comment,sentiment
what an idiot he was trying hard to fit in and be funnythat backfired,negative
why repeating this nonsense why discussing on social platform,negative
koi bhi ho social logo ko is trh se gande gali galoch nhi karna chahiye aise hi agar sab cool cool bolkar sab nange ghume aur sabke samne sex kare phir insan aur janwar me antar hi kya rah gya band hona chahiye aur jail bhi honi chahiye in logo ko taki ye samjhe ki ye samaj me reh rhe hai na ki jangal me yhi sab karna aur kahna hai to jate kyu nhi jangal me,negative
this is not called jokesthey totally use double meaning language or vulgarity,negative
show show,negative
,negative
this type of show should be banned for ever,negative
nowadays comedy is replaced by filth,negative
i didnt see any fun or comedy on this he said with fully conscious mind,negative
just disgusting,negative
ye comedy hae hi nahi ye over smart logo ki cheap thinking haeghatiya aadmi ki ghatiya sochiske ma baap ko kaash kisi ne stop them forever kr dena tha to ye bewkoof paeda nahi hota,negative
why the hell are you repeating again he said once others are quoting it again and again i find it sick,negative
when politicians speak about rape its not blown up the politicians say aisa hi hota comments no one cares this thing is blown out of proportion,negative
mumbai has a lot of scum,negative
yall are stupid only in india will this be taken to such a level u guys are so pathetic that i would actually like to side with the comedian at this point,negative
its totally wrong and he should be sensible while talking in public but some responses to him and his gf are also bad theyve been receiving threats and also people are telling that he should be killed,negative
this is vulgarity not comedy,negative
what he did was not comedy actually its an insult to the term comedy especially when it hurts the sentiments of everyone forget everyone even his parents will definitely feel insulted to watch him comment like that,negative
what you struggled to say now is already known therere other ways to get views try something new kid,negative
beer biceps whos he,negative
main dekhna chahunga ki jo ranbeer ne bola kya wo khud usko karke dikha sakta hai to main usko sahi bolunga dekhte hai,negative
nounsubscribe ranveer,negative
this is not joke,negative
kiarnee ghatiya soch h yea dekhta hoga neech,negative
regarding this only a thing can be said that this is his upbringing and may be his parents did this infront of his eyes and so he questioning someone else in the same way whatever the punishment he gets his type of person never ever can change,negative
no ways i do t like these kind of nonsense jokes making there such way to make jokes and not good talking about parents matter so badly its not our culture man learn respect adults or other parents too you cant make joke of others can you do joke of your parents,negative
maine aaj suna bina meaning k kuch bhi bol raha bechare ko khud nhi pta kya bolna chah raha sukh k dukh aata hai dekh lo kaise achi khasi jindagi mein baithe bithaye satyanash hota hai choti si ya kuch bhi bewakoof ki tarah bol gaya aur lanka kis level ki lag gayi sidhe sc,negative
every such show should be banned and not only him every one in the show should be banned for life,negative
disgusting,negative
this guy is even a western would not speak like him he thinks he is above all,negative
he really deserves a fine if not jail but i have a genuine question if these are his regular comments n lines dont his friends or family ever stop himashish did try how can his family much more specifically his parent allow him to speak like that publically,negative
really ive seen a short im which a standup comedian making fun of rapes and ppl in comments wrote well done bronow make a vdo on rgkar madical college rape mueder case and nirbhaya casekeep it up this was the actual comment,negative
usually people show in social media vs and actual world thats not really true people just pretend well,negative
he is mentally sick for such cheap comments too much vulgarity,negative
obviously seema rehni chahiye,negative
such a perverted mindset,negative
sadak pe ganja karo or muh kala karke ghumao or woh bhi bina kapdo ke,negative
hey desi ryan instead of asking us tell us what are your thoughts,negative
see the thing is they are not funny at all these peoplethis guy saying too suck his dk or have sex with parentshow are these jokes too be hones me being a mix of races indian being one i dont find a lot of indian jokes so called funny this guy sounds like a douchethis show looks like a douchey show,negative
how is such trashy talk allowed for the world to see ranveer got too big for his boots he had such an awesome platform to do so much good but no he had to shit it all away,negative
he needs to be in a mental asylum,negative
he got in over his head bandook se nikli goli aur muh se nikli boli kabhi wapas nahi li ja sakti no apology or editing can ever straighten the blow he has laid on himself disheartened by his flow of thought makes me ponder whether his entire career was very creatively scripted,negative
i really am scared by the indecisiveness of the people all the people in comment section are targeting him because of what he said in it but actually no one cares about actual horrors it was just escalated by media for a fact we cannot set a boundary in comedy because boundary will differ by perspectives if what he said has really offended you than you should just not watch it just going with the flow is really wrong and unexpected from people if anyone differs lets debate,negative
everthing has its own limit one should not cross the line and i think he did that,negative
what is comedy in such stupid shows except vulgaritythe indians youth and society are getting disgustingly influenced by the crass western cultureits so disappointing,negative
apologies karne se jo bola usne woh wapas ho jayega kya nahi na toh phir ban maro isko,negative
so much hate for a stolen joke,negative
actually they r saying the sentences which they were given actually the same dialogues were copied from another show i think this going too faaaar its better to leave him alone at least now already he lost so much his shows popularity n respect everything,negative
not easy to forgive him,negative
ye jitne bhi log forgive karne ko bol rahe hai unko ye sochna chahiye ki agar aise logon ko punishment nahi milega to law ka koi matlab nahi hai,negative
comedy ki bhi eek limit hone chahiye,negative
i am quite shocked a person who has interviewed many and has interesting videos suddenly came up with this statement basic principle is broken i hope he is aware and get a grip of himself i unsubscribed his channel as i have my own principle maybe one day when he is ready i will subscribe again all the best to him,negative
this comment should universally blacklist himsicpervertbig time,negative
in the world of social media people have forgotten how to respect one another nothing is funny here,negative
judiciary system when someone is murdered abducted kidnapped or rped we are tryingwe are trying the same people and media on a joke hamari generation bigar rahi hai inko phansi do ye atangvadi hai likebroit would he understandable if india was like a country full of purenessshow me a bollywood movie without nudity or sexual scenes there arent many even in many music videos theres nudity wo youth ka mindset kharab nahi karti khara hai khara hai theek hai lekin ek joke pe bande me putliyan jala rahe ho ashish ne to kuch bola bhi nahi tha but still hes being targeted aise hi to barhenge hamare mulk aagekeep it up,negative
problem is not with govt its with people who watch attend and support such things look at them people still enjoying that line,negative
hes actually senseless shameless matlab yeahh kyaa tha disgusting second option nhi samjh aaya but first comment parents ka wo shayad i no one can digest,negative
young generation jaag jaao u are all going mad,negative
aise darindonko mahina public toilet ko safai ka kaam dena chahiye police nigrani ke saath iska roz ka video publicise karna chahiye,negative
this is not at all comedy,negative
and channel like yours not letting the society forget the comment and making it reach where it otherwise has not been just for the sake of views,negative
what dirty thoughts mentally,negative
that ashish chanchalani is also harami shame on all of them,negative
clearly shows that the bger cannot handle success,negative
st politicians bollywood etc etc sectors of people do things to that can never be imagined and actions are not taken against them but samay no doubt said things that should nt be in national television as there are different people belonging to different age group and also might impact the values on the other hand indican constitution also says right to speech is a fundamental right abhi pata nahi kya hei ye log what should be done wese bhi schools mei bacche logo ko moral values sikhaya jata hei lekin bade hokar sab bhulhi jate hein,negative
,negative
what nonsense is going on in the name of comedy disgusting there should be a limit to everything,negative
,negative
in this generation the word sorry has no valuein my opinion,negative
kaha mar bajrangdal waloso called sanatanior sanskriti ki thekedaar partybjp walo,negative
this is not acceptable,negative
we have more crime doing people who ever is speaking about him have they ever spoke about any dirty crime act etc no n why why everyone after allahabadi because people who speaking about him they know somewhere he is decent guy n not harm his bad speaking people no doubt he commented sad n bad may in influenced or script etc he came in to trap whatever small punishment is ther athority will give him he is suffering from his bad karmas what he is facing why people are doing ther bad karmas talking n spoiling his image more dirty n making ther karma bad,negative
he is not justified in apologising apology should not be accepted because he is not a small child that he spoke all this by mistake or in a joking manner he its a cheap publicity stunt he took and has invited trouble for himself by saying such vulgar indecent things on tv in a country like india which is rich in its culture heritage sanskaar spirituality in this world by saying such vulgar things on tv he himself has tarnished his entire image and his career too,negative
this man kutta pt se born huwa hai na isliye appni maa baab kobhi bhul gya hai in ka bacha bat mai jaa k inka jaisa hi hoga or haso or koro support kush nhi joke hi to hai,negative
all should be punished the way they laughed after his bad comment,negative
in the name of entertainment they are polluting our indian culture and young minds such programs have to be banned by the govt immediately,negative
megan rapinoe penalty miss usa with donald trump commentary,negative
like shes the only person to behave imperfectly when approached by a fan wanting something,negative
whats nice about megan rapinoe,negative
i woulda kicked it immediately,negative
only here cause shane gillis,negative
what a b,negative
she signed because the camera was on her little did she know that her body language betrayed her,negative
hatred of men,negative
she is literally the reason i havent watched womans soccer years plus now,negative
the loved it when she choked on that penalty kick in she thinks her doesnt,negative
i bet he tries selling that on ebay immediately,negative
ni mira al nio,negative
who would want her signature,negative
she probably thought he was there to clean the pool,negative
you are pathetic aswell,negative
wants women to earn as much as the men but doesnt want to grow the sport through fans idiot,negative
shocking behavior id be so embarrassed if that was me how could they do that i mean who just goes up to a random nobody and asks them for an autograph the lad should be ashamed of himself,negative
she never looked to the fan in the eyes,negative
if only feel hurt if i was the kid if she never rubbed it on her box before she returned it,negative
what value does her signature have females smh,negative
bull,negative
barf,negative
apparently she despises males of all ages at least give the kid a smile for petes sake would that be too much to ask,negative
waht,negative
shes a disgusting person hello you wouldnt be anything without her fans you let fame get to your head get your head out that slumber,negative
she didnt read what it said on the ball before she signed it sign here if you are a toxic influence over all team mates a bully,negative
cest megan rapinoe elle est connue pour tre arrogante mdr rien de surprenant,negative
can someone explain,negative
megan rapinoe and sue bird lives at west smith rd seattle her house is a sanctuary site for immigrants go pay her a visit lots of rooms for everyone,negative
womens football has x less fans than mens yet has the cheek to treat fans like this while they rely on subsidising from mens league this is gonna historical joke in the future,negative
she is,negative
how the lgbt community treats latinos in a nutshell,negative
look at the way that lady on the left is looking down at that boy pitiful people,negative
put a shirt on nobody wants to see that shit,negative
alright il buy that ball for mmm say uhh pocket lint and a bottle cap and dolla,negative
who dafuck goes unironically up to that insufarable cun and wants and autograph,negative
why would anyone get this scumbags autograph,negative
its all about being famous for absolutely no reason,negative
the fact that shes just looking around as if someones talking to her when no one is not says a lot ive seen stud lesbians look way better than her,negative
vile,negative
whyd she ruin his ball,negative
im so sorry for that kid,negative
her clothes are ridiculously inappropriate,negative
that star faded shes now just a well polished turd,negative
ese baln ya no vale nada,negative
this lady is just like ellen degeneres the same type of fake person,negative
did she not look in the mirror before she left,negative
this kid just wants to dump ball market,negative
she gave zero interaction to the kid so is that she hates kids or dislikes males or people who are ethnic minorities as she appears to be a white person im just going off how people are talking about her being a victim and a horrible person on the internet,negative
good manners natalia vieru megan rapinoe,negative
dumpster of a human,negative
who is she,negative
i bet rapinoe belittled this kid because he is a boy this proves she is sexist to men she doesnt deserve equal pay period,negative
they paid that kid,negative
quien es ridcula,negative
she has time to ogle the blonde woman walking by what a pervo hypocrite,negative
she is lost in her head shes acting like a years old rebel teenager i would love to know her relationship with her parents particularly with her father,negative
douchebag,negative
toxic lady,negative
wow shes so nice didnt even look at the kid one time,negative
kid faked he wanted the autograph he just got close to see dem tiddies,negative
what a douchebag,negative
and sue bird loves her unbelievable,negative
that balls worth went to a negative value she gotta pay him now,negative
so many sins indecent in front of minor her hair and make up white socks with black shoes she has no class,negative
omg id be more embarrassed my breast were showing in front of a child,negative
i was almost seeing those u know what i am talking about,negative
she didnt even look at her fanjus her daminer screams im better than youwhat a piece of shit,negative
shes disgusting in every aspect,negative
wait hold on is she not wearing a top under her suit,negative
notice the man behind her holding his head,negative
she couldnt even look at him afterwards,negative
whats up with the chick eyeing the kid from head to toe i cant figure out what kinda of stare was that,negative
yall know this is staged rightwhats a kid doing there in the first place,negative
even on the biggest stage where she knows she is being watched she still cant pretend to care about anyone but herself,negative
wow shes vile,negative
she signed it dont get what the fuss is about,negative
shes no athlete,negative
it wont be long and that kid will see rapinoe for what she is a narcissistic fool who offers nothing,negative
i dont get it she signed the ball and gave it back to him whats the problem,negative
we can see seconds and every people are angry against rapinoe i dont got the truth but i would like to see before and after what happen and not too close because maybe people were talking to her in the same time seconds think about it,negative
probably a mercy autograph anyway,negative
simple to see shes clearly a racist,negative
bro at the back flabbergasted as to why he would ask for her autograph,negative
why does she look like frankie grande,negative
ugggh gross,negative
she didnt even look at him lol very funny,negative
he only got that signed so he can blow it up with ms later,negative
id have liked to see the clip roll a little further seems like a convenient cut maybe not but id like to see,negative
the child is a payed actor nobody likes her,negative
white socks and tities hanging out classy,negative
never even looked at the kid,negative
god shes fucking horrible,negative
reminds me of ellen,negative
haha shes thinks shes shit hot,negative
this is the issue when you let someone who is irrelevant think they are relevant good luck kid she is just a sht person,negative
this is staged lmao she really paid a kid to do that theres literally no other way this would happen,negative
woke loser,negative
grim,negative
didnt even look at him,negative
fucking disgusting,negative
nasty piece of work,negative
ew,negative
i think this is bit nitpicking on her she is so much more of a bitch in other videos,negative
that ball worth nothing lol why that boy even bother throw its in the bin,negative
typical,negative
kid deserved better hope he wasnt too bothered by it,negative
seconds to give the kid a smile or a slight nod would have made his day that a sports star gave him acknowledgement instead made it seem like an inconvenience and that she is to big to be spoken to by the lower life forms i have met quite a few celebrities many football players soccer in my home town when we was in the premier league after watching a game i would wait out the stadium for a chance of an autograph some would sign some would not but most would alway acknowledge fans you did get the occasional player who never appreciated fans but most were so nice and down to earth players like gary oneal linvoy primus and richard hugues impractical were always wonderful to fans and any pompey fan will always sing their praise as they always made seconds for fans i remember gary oneil was in a rush one day and he apologised and said couldnt sign any autographs today and i said ok mate you played well today and think its because i was a teenager at the time he felt he had to sign he just turned round and said alright mate give me your program quickly signed it and gave me a smile and a nod even if he didnt sign it just to be acknowledged was something i told my dad and brothers about all night the signature was secondary because he spoke to me personally it was a really happy memory,negative
shes very arrogant she will be replaced by the men she wants to playin her leagues,negative
she completely defines the c word,negative
thats why she missed that penalty kick,negative
no controversy whatsoever about what this is,negative
,negative
wowww,negative
she is pure garbage,negative
in australia shes known as the most ungrateful player ever of any sport,negative
horrible person,negative
the man in the background is watching that the boy asked for whose autograph,negative
self destruction at its finest,negative
that autograph depreciates in value every day,negative
quite a few jealous people commenting here love it the more you hate the more i hope to see rapinoe get more of the spotlight you rock rapinoe,negative
what the issue,negative
she should learn something from messi and learn how to be humble and appreciate your fans,negative
is she not wearing a bra is that kid looking at her breasts maybe she is embarassed i know i would be in that outfit,negative
is she not wearing what i think shes not wearing,negative
instead of playing football why dont you cover the top a bit,negative
as a soccer fan i can just say i hate her and i love the uswnt and my teacher hates megan raponie even though she loves the uswnt even my friend who is a democrat hates her so much i would prefer to watch mens soccer i prefer to watch players like cristiano ronaldo and erling haaland shes the reason why womens soccer is so hated even though i love to watch womens players especially manchester city,negative
you mean the controversy was her not looking at the child and not the fact she is extremely inappropriately dressed in front of children she is interacting with the kid was probably trying to look away as soon as he could because of it,negative
wouldnt suppose she was embarrassed by the way she was dressed when a boy comes over for an autograph dark,negative
racist,negative
megan rapinoe couldnt score on j howard marshall,negative
probably the hottest woman on earth,negative
i bet a man that started playing soccer for over a week can outshine her,negative
who be the cutie to the left tho,negative
he shoulda signed it for her,negative
i pray for america and all degeneracy thats going on there a lot ppl like her with serious mental disorder,negative
i cant stand this individual such an overrated footballer there have been so many better womens footballers that have played the game,negative
hey megan this is why god despises you,negative
she didnt even look at the kid what a btch,negative
there is a good english old fashioned word for person like thisstarts with c,negative
she is such a horrible person someone you know is horrible just looking at her,negative
when she looks back on her minutes of fame she will regret that arrogant attitude,negative
she thinks shes important lol,negative
glad shes retired good riddance,negative
cruella de vile,negative
shes looking everywhere but at the boy and i mean everywhere so telling,negative
shes a waste of skin,negative
even a young boy is filth for this femenist pos she cant even look at him i hope the world sees this pos,negative
what a disgrace of a human being his soccer team at school would probably destroy the us womens team,negative
wtf zero justice,negative
is this an incident or the system as a whole context matters,negative
you picking out cases like this to create ragebait amidst your viewers already says enough about the point of your channel he was put on house arrest because a conviction would separate him from his wife who has no other income without him hes a pos but say the whole truth,negative
bull st,negative
oh my canada wake up britain has what they call grooming gangs canada dont go there with our young children girls and boys come on liberal voters wake up maybe liberals were the best party at one time wake up and protect your children to live with being sexually assaulted is hard,negative
dekho bhai guru koi bhe hosakta hai par galt baath bole hai main inska support nhi kar paunga ab fir aniruddh aacharya is not correct,negative
aniruddh aacharya ko apna hi pata nahin kya bhaunk rahe hain,negative
reality bol diya,negative
agree,negative
are tum ladke yha commment prr bolne aa jaoge tum ladke kn krte hmesha ladkiyon ka hi kyo dikhta h tum ladke hmmse jada cheat or rape krte ho aajtk desh m y btt prr to nhi kra kisine kuch hum ladkiyan hmara side le rhe h that isne glt bola h to tum ldke uska side lene aa gye be a man guyzz just shame on you,negative
ha to muh marna matlab momos khana he can change,negative
,negative
me kya jode ki ho jaye,negative
unhone,negative
baba sahi bole hai abhi ka time eyesa hai,negative
aajkal ki duniya badi ajeeb hai galat chij ko bhi sahi bata rahe hain insan kyunki vah apni man bahan ko bhi aise dekh rahe hain are besharm o sharm karo yah keval kuchh logon ke liye nahin hai pure samaj ke liye yah arajakta hai ham ise kade bardasht nahin karenge,negative
ab tumse log character certificate lenge kyunki tum bhagwan ban chuke ho na kuchh logon ke liye kya bevkuf tumne kabhi apne man ko dekha hai kisi ke sath tum to tabhi paida bhi nahin hue hote ladkiyan to devi ka avatar hoti hai tumhare jaise log hain hindu dharm ke naam per kalank hain shiv radha radha chhapne se nahin hoga radha ki pratiroop ko bhi prem karna sikho,negative
girls are rocking in it sector leading military operations doctor engineers ceo ca but berozgaar logo ke pass koi kaam thode hai bkl baba and their bhakts,negative
guys in this comment sections pretends to be a saint idiotsss,negative
muh maar chuki hogi acche words use karo na baba ji,negative
aurat bojh hai abhi ke samay,negative
jay guru ji,negative
guru ji sahi to bolna hai sabke liye thodi na bola hai ladkiyan to kitne munh mara hi rahi hai,negative
anniurudhchay ra is right,negative
anurudhachary sahi h,negative
yah baat un logon ko buri lagi jo char jagah munh maar chuki hoti hain,negative
jo kalyug mein ho raha hai jo chal raha hai vahi kaha maharaj ji ne satya hi tu kahan hai radhe radhe maharaj ji,negative
sahi to kaha,negative
aniruddh aacharya ne bilkul sahi bola,negative
bilkul sahi kaha hai guruji ne,negative
,negative
first information report fir,negative
sch kadwa hota h okk shi bola guru ji ne ekdm,negative
yeh bilkul shi kha gya h bade bade santvaishnav bhi yahi baat kehte h ki jo bhi aaj ke samay saal se uper age me h chahe voh boy ko ya girl voh kabi relationship me aaye bina reh hi nhi sakta kyoki uske harmones use ki age se disturb karna chalu kar dete h or tak aate aate uncontrolled ho jaate h phir use koi na koi chahiye hota h harmones ko shaant karne ke liye or log shant kar bhi pe toh unka mind baki galat kaam karega like kisi ka bura karna har samay tensiondepression and many more or yeh jo bhi ladki aaj ke time lakh se uper sallary kama rahi h unme se girls apna shoshan karwa chuki h or rahi baat film industry ki toh mujhe ek bhi ladki bata do jo bina shoshan ke heroine bani h mere dost ke relation me bhi h ek films field me kaam karne waala woh bhi yahi kehte h ki director acting skills ke bajaaye uski body ko dekhkar select karta h or phir use galat kaam ka offer deta h jo maan jati h voh heroien baki jaao wapas isliye jo bhi saal ke baad unmarried hboygirl chahe woh tumhare pariwar me hi kyu na ho samjh jana woh safe nhi hor ab kai ladkiya bol bhi sakti h ki hame bhi jeene ka adhikar h toh mana nhi kar rahe jao lekin shoshan toh mat karao or apne sammaan ki raksha toh karo lekin me bhi kise samjha raha hu yeh khud ardhnagn awastha me rehkar apne sammaan ko khud shati pahuncha rahi h aaj ke time me kai vaishnav ladkiya bhi h jo kisi purush ki taraf aankh uthake bhi nhi dekhti voh bhi toh stri h lekin nhi hame toh udna h or vaise bhi agar sabhi sahi tarah se acharan karne lage toh yeh kalyug thodi na rahega isliye karte raho,negative
koi maafi nahi maangege,negative
,negative
sab ladkiyo k liye nhi bola guru ji ne,negative
aniruddharacharya maharaj ji ki jai,negative
statement,negative
glt kya kaha unhone dono ke baare me shi bola gya,negative
sahi baat hai galat baat nahi sahi bola hai sir aapne u r right ham aapke sath hai,negative
bilkul galat baat bole hai,negative
jo chaar jgh muhh maar rahi h vo lrko pe hi na maar rahi toh lrke bhi tab wahi krrhetoh unki shadi krdo n saal me sab larki pr hi kyu thopna hai sbko,negative
kalyug hai yaha ki value karta,negative
,negative
baba sahi h,negative
,negative
maharaj ne jo kaha sach kaha he,negative
jo aniruddhacharya ji bol rahe hai vo bilkul sahi hai ek baar clg aur schools me jaake dekho pta chal jaega,negative
sal k umar me pyar kr k marwa rhi h to sahi h na,negative
sahi to bole h,negative
aniruddha achara jii bilkul sahi hai,negative
,negative
tu puri video dikha or unke sath raab hain vo bhi puri duniya ka malik or bach re rehiyo esme dosi tu hain tera sath bhi essa hoo,negative
jo ledies guruji ki baat ka galat matlab nikal rahi hai unhi ko jel hona chahiye,negative
then arrest every women who says every man is a rapist,negative
aniruddh ji maharaj apni jagah per bilkul theek ha,negative
hmare india mai hr ek scnd mai ldki rapped hoti hai tb to anirudhra ne khuch nhi bola bina ldko ke ldkiy rapped hoti hai kya or gender matter nhi krta yhi kaam ldka kre to glti hai or ldki kre to rndi hai sidhi baat yha hai aaj tk rap to km nhi hua bde aae ldkiyo pe ungli uthane vale,negative
aastha ke naam per bevkufi ki market,negative
me jadha nhi bolna chauga bs itna hi bolna chauga ki sach hamesa kadwa hota h,negative
sahi bola guruji ne,negative
expose,negative
,negative
aniruddh aacharya maharaj ji ka vahi log virodh kar rahe hain jinke ghar mein sanskar nahin hai,negative
,negative
aadha comment section un gawaro se bhara hai jihone ladkiyo se zindigi me baat na ki hogi,negative
ladke toh humesha se muh maarte hai ab ladki maar ri toh inke gote me dard hone laag gaya,negative
kuch nhi hone wala anti ke bhokne se baba ne sahi bole haibaba baba hai bhai,negative
bilkul sahi bola h unne,negative
anithdhy should be arrested,negative
aaj kal ki ladki log karti h y sab,negative
ye sab jaan buch ke aarop laga rahe hai guru ji ke upar,negative
sahi bole,negative
,negative
bilkul sahi kaha guru dev ji ne kyo ki jamana dekh raha hai,negative
jinhone fir kiya hai uspe manhaani ka case hona chahiye,negative
,negative
,negative
sahi bole hai baba ji,negative
baba chup chap paisa kamao mahilao se bach ke raho,negative
sachai bole par pichwade mirchi lag gaye,negative
ab to mharaj bi sch bolna band krdenge ye koi apradh thode h,negative
bilkul guruji ne sahi bole,negative
he was right arrest major khushboo patani us raan ko bhi,negative
kuch din phle ye bandaiya kaha thi,negative
ladkon ka kya,negative
guruji purane jamane ki baten bata rahe hain jisko aap is jamane mein jodkar unko galat sabit karne ke liye mauka dhundh rahi hai,negative
go is any of the aitraaz hai jo khud galti galat hai,negative
aniruddh aacharya ji maharaj aaj apne sathiyon ki duniya banave aur jo kalyug ki mahila hai vah kabhi bhi sudharna nahin chahti vah apne jaal mein logon ko fasa ke rakhna chahti hai apne dhandhe ko chalana chahti hai,negative
anirudh acharya ki koi galti nai hai bhai jaha se wo gyan le rha hai so called granth ved puran adi se unme istriyo k liye yahi sab to likha hua hai so called brahamano duara jao pehle sare granth aram se parho tab pata lagega tum logo ko,negative
,negative
full support maharaj ji mai hardam aapke sath hu maharaj ji,negative
support anurudhdha chary ji aapne akdam sahi aor galat unhi ko lag raha hai jo hakikta me galat hai nahi jo ye kand ho rahe apne pati ko mar rahi hai o esi ka example hai,negative
,negative
,negative
sahi to bola hai kuchh ladkiya aur ladke hai ashe,negative
,negative
fir tumhara ji pakka maharaj apne beton ki shaadi sal mein kar denge or sal ki bahu le aaenge,negative
aniraddha charya bilkul sach bole hai,negative
bilkul sahi kahajinko taklif hui hai wo waise hi ladies hai,negative
dekhiae aap log ke sunane mein dikkat ho raha hai duniya mein ho raha hai to aniruddh aacharya koi galat nahin bole hain sahi baat bole hain charliya ke pass bhag jaati hai shaadi kar leti hai ladkiyan aise karti hai to aap logon ko unke upar gussa kar rahe hain katha badhiya kahate hain badhiya samjhate hain duniya mein ho raha hai vaise,negative
good baba,negative
baat kadvi h but sach h,negative
aaj ke samane ki sachai hai kuchh bola hai sabko thodi bola hai,negative
guru ji wrong nahi he,negative
dekho aisa hai khujali lundo mein jyada hai,negative
good shi bola hai friends baba ne,negative
bilkul correct bola guruji ne,negative
guruji ne kuch galat nahi bola,negative
bhai inhone sach bola h or ipc dhara k tehet sach bolna murder case m ata h jail bhejo or encounter krk,negative
,negative
aaj ka zamana yahi h sach bol do to log action lete h fir karte hai,negative
he doesnt have a daughter thats y he speaks anything,negative
acha or ldke jgha,negative
kis kis ko lagta hai maharaja ji bilkul sahi bolein hain,negative
yahi ortain tab knha hoti hai jab naam bdal kar muslim in ladkiyo ka soshan krtai hain or dharmaantran krtai hain knha hoti hai yahi ortain jab ladkiyaan livin jaisa ghenoona kaam karti hai,negative
,negative
anirudh maharaj ghar aake thodi naa shadi krwaa rhey hai ldkiyo kii jinka mn hai kro shadi nhii h to mt kro ismey hngaama waala kya baat hai,negative
haa sahi hai ismey galt kya bola arrest kii kya baat hai kisi kaa naam leke nhii bola logo ko mirchi kyu lg rhi hai sach humesha kdwaa hota h,negative
sahi,negative
aaj ke jamane me radha rani jesa kon milega,negative
,negative
guruji shi bola hei,negative
he is correct,negative
galat kya bola hai sahi toh keh rahe hain maharaaj aajkal ka sach unfortunately yehii hai i like him for his funny remarks in short videos but actually hes right here,negative
kuchh galat nhi bola bhai i blindly support him pehle jageh muh maarte hai baad mein usse justify bhi karte hai,negative
jay anrudha charya ji mahraj,negative
sty h aniruddhacharya ji,negative
,negative
guru ji aap sahi bat bole hai,negative
sahi kaha guru ji maharaj ji nah,negative
,negative
sach hamesha bura hi lagta h ye kalyug h,negative
live in relationship foreign ka concept h jo kanvaro jesa h usi raste pe sanatani hindu chlna chate h or free of speech ke nam pe yha law sab kuch allow karti h jise ye desh ye sanskriti barbaadi ki taraf jayegi or ka rhi h sab dekh rhe h,negative
teri behan vaisi hi the,negative
guruji right so than say anything,negative
glat kya kha unhone,negative
,negative
sabne paise le rakhe h akhilesh yadav se,negative
is desh ka kuch nahi ho sakta,negative
sacchai bologe to lagegi,negative
bat sahi ho sakti hai par bolne ka nahi,negative
sahi to bola yaar,negative
i am a girl and i support him he is the same man who have helped her wife study after marriage and get pdh degree i know girls who are doing live in and waste parents money if you can do live in with a guy why not marry him,negative
guru ji ko fasaya jaa rhaa hai,negative
tongue sleep matter,negative
sahi to bola hai maharaj ji ne,negative
a a ji bilkul sahi bat bole hain,negative
sal ki ldki toh jagh par muh mari hoti ye baba ko psnd nhi aaya or sal ke ldke jagh pr muh mare hote ha unka kya,negative
,negative
guru ji ne sach bota guru ji sahi h,negative
guru ji ne sach bol diya aab jino ne muh mara h unko gusha aa gya,negative
sahi bola hai maharaj ji ne,negative
why his comment on girls only not for boys its applicable for both sal ke ladke bhi hote h ladki bi h its not girls its upon mindset of human,negative
hi,negative
two of them gonna be island boy today,negative
its just survivor but with children i couldnt agree more,negative
it had to be done science must advance no sacrifice is to large for the greater good lol,negative
fact that this was not a bad idea it was just executed poorly,negative
me thinking oh is not like the lord of the flies at least they are not brutally killing animalsoh never mind,negative
nike pays for abortions i cant stand child killers and those that support it,negative
kid nation is not only a horrible and even inhumane idea for a reality show but also a horrible idea for a country in general who thought of this should we arrested,negative
these are all child actors being kids,negative
i dont know im now and im pretty sure my year old self would love to join kid nation is definitely too young though,negative
would have been better if it were teenagers,negative
yes lord of the flies english class yall,negative
babes no way,negative
show seems pretty cool to me wish they did more seasons,negative
video starts a,negative
something of the likes of vaulttec evil corporation level idea,negative
total drama island irl with kids mixed with survivor,negative
the same people furious about a show teaching kids some real time lessons while allowing them to have some fun are the same ones who wouldnt of thought twice about sending their kids to nickelodeons dan schneider in the s if he offered them a job nothing wrong with this show i didnt watch it but see it as being a good learning experience and far safer than a kid in hollywood with an acting career surrounded by trusting adults,negative
looks just like my childhood,negative
i became at writing a comment,negative
maybe this show unintentionally proved gws point about the soft bigotry of low expectations for thousands of years kids contributed to their families survivalworking helping learning real skills today too many grow softphysically and mentallybecause theyre expected to do nothing but chase their whims no ones saying we should send kids back to the coal mines but maybe schools should be more than a place to sit at a desk all day and be lectured about how evil capitalism is,negative
someone william golding its only more syllables,negative
didnt jontron cover this like years ago,negative
this is child abuse,negative
omg untrained kids killing and eating chickens just wow,negative
im guessing all of the kids who were already bullies or were high in self confidence would say it was a good learning experience while all of the shy introverted or emotional kids would say it was a horrible experience that they were scarred by,negative
years later former contestants began to speak out to capitalize on the situation edit fixed it for ya,negative
theres a reason adults are required to ask for another adults consent when a child is involved instead of the childs consent and theres a reason an adult can force a child to do something they dont want to do children dont know whats best for them they dont have the life experience to take care of themselves its up to the adults to be responsible for their care and wellbeing and these parents prioritizing money over their own children should be evaluated holy cow theyre human lives not travel employees,negative
